a,b,c,d,e,Y
-24.0639,-32.5759,71.7888,38.1423,79.5438,-200.261
-94.384,91.348,-85.8197,-50.5644,94.8974,138.409
-25.741,11.0203,-79.3743,-69.8634,-0.937142,291.287
9.12902,-68.6805,16.2882,-38.2169,44.4671,107.535
-38.596,34.737,2.98358,24.1144,-95.7952,-23.1401
45.3699,38.7134,68.587,15.5223,-97.6289,-189.589
-92.0531,13.3033,37.4394,41.8953,57.7146,-152.485
94.9,17.4979,85.8921,46.3341,-0.997462,-336.591
-96.1034,-63.8994,75.3362,6.04593,78.5599,-59.9624
-61.6515,94.9133,52.7997,30.3258,14.7572,-268.794
-82.053,30.845,-82.9321,38.0382,-62.709,132.148
70.2386,40.5628,23.0765,-98.095,74.5957,1.95529
64.5149,-34.6137,32.8212,46.7855,-76.1222,-98.2127
-53.5614,-51.3463,-34.6783,21.7797,5.71382,127.838
-40.2496,-19.9596,-9.8616,35.908,39.8007,-19.7865
3.83247,-8.08306,-30.2022,-50.8928,-32.9183,185.856
-84.1281,-43.0235,-39.0122,-11.8081,6.61341,205.824
98.5375,40.4379,-3.74549,-43.7087,83.8757,-70.0287
-91.3909,55.5317,-26.5858,-35.9582,-14.6826,104.643
-26.7365,31.5068,-21.5161,13.131,-12.0791,-3.80843
98.6051,16.9034,37.0524,15.1173,-97.8317,-125.938
-88.4854,-42.4386,94.1731,-76.4314,-51.126,99.7752
69.7128,50.0526,-87.9244,-72.1906,-34.4887,222.097
96.2362,67.0037,38.1128,29.1272,-38.8915,-257.858
7.93492,-44.498,19.7849,-51.6895,-3.51501,120.39
-25.9277,32.831,7.54751,60.9621,-73.2485,-120.021
66.3306,-3.8924,36.4345,36.4549,36.9961,-194.856
68.2775,42.2881,53.9853,-38.9771,-0.132156,-130.666
-84.6573,-12.7153,-83.4371,-82.6737,84.7069,341.995
15.6498,14.0299,31.1808,27.8096,39.0444,-165.308
-99.4724,66.2685,-31.3297,9.78322,55.1295,-23.7645
28.6441,4.88397,-22.1955,56.6503,6.56272,-90.4324
89.8464,77.2861,92.0186,20.4354,-84.3637,-332.961
53.0305,-23.452,-26.2531,-95.9208,31.8668,220.288
-63.3585,34.6829,87.8835,-13.1321,-45.667,-134.88
-86.1061,11.6044,-50.6815,90.1283,53.9152,-68.6079
-32.374,-24.0718,-25.3998,35.8991,-4.23768,37.5659
-7.79175,26.8457,-27.6947,-64.7638,54.2185,114.829
13.109,73.4773,63.8928,28.8192,97.5351,-348.019
-73.3526,-14.7924,-89.1701,-24.5428,-13.4156,295.089
-77.3962,21.8489,15.176,-26.0839,68.141,-5.01947
62.717,59.8225,-7.71429,-82.7048,68.3293,14.3934
31.1227,68.1307,81.6655,-22.726,-38.8998,-209.497
-64.7816,7.67092,10.9624,8.76348,-26.9863,4.09964
86.7779,-56.362,5.13128,34.0118,24.4146,-58.6275
-7.4968,-16.7542,4.93452,88.3911,-0.807735,-149.345
28.9162,-55.6691,-44.7904,-12.2639,65.5561,137.352
51.7853,-10.3195,-42.9888,-57.6357,95.169,126.325
95.3622,10.1618,48.9495,41.2262,67.3766,-282.673
-19.0225,-45.8018,0.646676,-40.4693,-91.0295,204.389
36.8886,50.6841,20.0776,72.6581,92.2216,-323.241
83.6596,72.1141,59.8244,-9.57719,44.621,-274.898
-53.725,30.2293,79.5797,11.08,9.00963,-195.202
36.7401,-15.8456,-52.624,-72.972,10.6295,239.579
-17.2477,80.3087,-90.6346,-29.1389,4.19787,130.355
-4.94509,13.9657,62.3943,11.9786,72.1516,-204.066
-84.7728,39.2486,65.5983,27.0678,-67.6842,-148.942
-60.8543,35.374,-43.5836,69.1314,45.4485,-85.7706
-24.4899,75.4949,-75.1643,-78.1557,86.7472,156.865
-27.3564,-11.5651,44.449,62.2786,36.8028,-195.354
55.999,11.4086,51.6465,-65.2428,-11.381,-18.8532
87.1321,-18.5229,42.7176,-72.4386,-32.2005,48.8727
94.9044,96.2676,-57.8222,-84.0649,-29.8121,102.744
95.2945,32.3073,-12.1777,-26.5391,-58.883,9.06282
76.2491,-58.2661,4.8793,6.56094,36.4166,-3.88594
-98.5374,-31.4038,-70.416,-20.2089,-55.3784,311.547
21.7165,14.049,-78.358,-91.5853,62.553,262.846
-55.3302,-93.8748,-91.0274,50.0721,-43.5839,274.845
49.0485,-55.0758,22.5856,29.2768,-30.3064,-33.0164
-32.6228,-52.8778,85.7307,-99.2908,-14.3924,121.771
-37.5823,47.6227,-39.2783,92.2932,-49.8756,-114.517
-11.4526,53.6816,-80.494,12.0648,-67.1032,106.689
-73.205,14.0052,14.9082,69.8703,28.0383,-155.99
-74.3447,-26.1414,21.4004,-34.2841,93.552,49.6577
-3.24422,49.8671,39.4866,-9.8394,84.1106,-175.453
26.9503,-10.4165,17.7042,-37.8181,51.8284,7.34799
40.852,-85.8306,-21.2184,-41.7594,38.7355,197.957
69.1107,-34.2908,-57.5479,39.5115,14.9106,39.6449
21.0171,-65.1322,-15.5759,6.01522,24.5074,85.9233
79.4484,-25.5066,82.4517,-96.7757,-56.148,44.4982
-43.598,-37.505,37.0836,-73.8417,50.4562,117.136
44.2843,-58.4615,-24.6492,-15.4175,38.2745,114.179
74.7649,-25.3585,74.0937,92.1285,97.6026,-385.103
35.833,60.045,99.6064,-37.6002,-48.7247,-202.359
3.44605,-36.8126,-46.6472,-60.3651,-36.0619,279.094
19.4287,17.4957,-83.1537,-54.9049,-39.296,257.166
83.208,83.7127,22.4299,-61.2575,10.8234,-98.8242
48.3345,-88.8852,-74.219,-4.0547,-28.2414,269.509
-65.5063,63.6055,29.7636,-80.0662,-29.3004,59.206
17.8447,-59.9582,-50.5099,46.2403,-15.8213,96.069
-56.8159,-11.4627,-99.8484,-1.94889,-37.001,272.477
99.3865,-24.9489,56.4196,26.2127,-17.3482,-173.07
49.6076,-60.48,5.57339,-95.781,64.2246,192.542
-2.98463,-78.9075,99.9184,71.6282,58.7654,-254.806
20.1514,-86.8264,-61.9621,90.3782,71.9362,20.8201
21,68.9201,4.5215,-63.1065,-12.028,9.87371
-3.77709,17.835,43.8132,31.682,-54.5656,-138.33
4.92564,41.8503,73.4961,-23.4365,21.8131,-174.634
-29.3333,55.3884,64.7776,-25.9422,-39.3647,-116.939
61.6466,-10.9331,93.8178,77.4015,83.01,-400.57
-99.4965,85.5757,-32.7862,-96.0644,-14.2825,193.708
23.1122,-18.5883,2.45872,84.5059,54.6794,-183.792
58.0553,-0.842208,-60.9249,58.5246,94.2294,-76.2329
-95.7078,-75.6532,65.5277,30.167,63.5787,-61.6113
48.7184,-8.9376,-13.8248,-31.3683,-77.6837,117.214
82.0148,8.14614,-35.0212,-24.7658,-47.82,86.3407
-6.1801,33.3122,32.2203,19.5626,-86.7627,-94.2042
-42.1875,-69.5742,-7.811,28.6892,-1.61945,84.7477
54.5918,91.6784,-81.8137,-50.7917,-16.8189,108.977
91.1652,-5.52871,-52.8211,44.4515,8.73318,-28.8376
29.7474,76.1151,34.1429,9.7436,61.9562,-245.483
10.7809,-41.35,-87.5725,-32.9018,-14.108,297.456
-84.0557,-25.0816,-20.3959,-89.3424,88.614,244.547
70.8526,48.4951,-66.4841,95.9236,-99.2821,-102.62
-40.4119,-32.5772,-75.2342,-89.07,64.3037,352.253
20.9308,-38.1272,-71.0551,0.768546,92.8319,128.78
53.0568,8.96293,-77.2595,10.523,16.824,81.1786
-88.615,51.9382,-1.70058,35.9113,98.7746,-143.428
73.5768,-4.85629,39.096,-44.7095,13.7175,-34.6802
-44.2641,60.2912,-99.3611,-61.6183,85.6544,206.706
80.9688,-75.0033,75.6395,58.5485,53.1002,-232.116
82.9638,-72.8927,-9.5928,19.0398,-81.3371,85.2566
-13.0719,-73.0485,-55.6076,60.5681,-41.148,129.548
-84.1463,99.5553,-64.8789,-22.7525,-6.81283,84.6308
-88.4732,-46.6023,41.4209,68.5888,-43.9233,-70.6498
5.76526,-70.9411,40.5327,-2.97245,-24.375,36.7503
-35.1594,-48.1758,54.9035,76.9138,96.9146,-222.358
14.1118,-20.9026,-83.4666,-64.697,-0.0974058,311.22
80.6282,-96.2404,8.59369,11.4602,63.6979,14.8076
85.715,-0.735436,-56.2513,-85.8065,21.2299,215.785
-61.6852,6.21137,61.0122,97.0475,44.6687,-304.449
-28.0067,-98.8232,50.8105,96.857,43.272,-154.236
84.0155,-39.5012,-36.7433,-48.4462,40.4767,150.406
-40.7279,29.3938,-26.6135,-18.3492,-82.5127,117.756
-36.9107,50.7566,90.7723,38.0278,-32.4304,-283.684
-17.3394,-65.2067,-23.6596,67.5137,92.4622,-32.2516
-90.7814,-21.074,7.61254,-23.2225,-36.5071,132.707
26.4401,92.804,-38.5936,76.5181,-24.1206,-200.981
-91.7658,-7.6236,90.1372,-95.0958,-25.4051,81.4433
-36.3272,-61.3606,-72.6387,12.5542,77.5146,183.824
-7.36291,-46.2254,-45.9228,5.61565,37.1029,129.274
-75.3723,-61.36,60.8389,-55.2932,-33.3924,134.544
-38.7129,56.2382,-13.3026,19.1991,-54.4388,-35.4146
13.412,-71.6181,-23.1158,0.730224,59.0189,104.698
-18.2,-56.2351,72.0011,-76.0413,-72.9317,134.634
-35.023,44.8275,68.367,-12.8676,51.6382,-183.004
71.8067,64.4635,-75.8253,-25.87,-36.1565,89.1217
16.1158,96.4176,-56.713,27.1357,-72.6999,-42.1257
-90.8271,-32.4264,17.7863,-54.491,39.7674,144.536
-50.3658,50.5419,68.649,17.14,-97.483,-154.637
52.0022,21.6841,-9.92468,6.67441,-3.36162,-50.7935
-4.35165,65.9451,23.5974,23.8678,-75.7632,-138.696
-5.94013,48.2789,-64.4032,-70.3061,94.6648,143.744
33.1655,30.5881,80.9484,81.7442,47.867,-405.414
-91.8822,47.5116,63.1332,-42.963,4.9153,-59.5699
82.3454,87.1459,-82.1321,93.3597,93.6936,-238.384
2.23167,-9.45489,-90.9963,-22.239,42.0775,211.619
17.7072,-45.0793,-32.2917,19.7222,96.4484,25.3054
57.3559,-57.6073,-40.8141,-96.3038,-41.0356,337.366
-46.4854,-33.3209,72.8969,1.58804,11.6067,-79.843
-5.52837,38.2265,0.397634,29.98,-77.874,-63.3703
67.2362,88.6781,12.8122,13.3971,22.7587,-226.915
86.6411,-30.2652,55.3028,-83.0292,22.8678,29.4103
-57.1382,21.9751,-87.7119,-28.6351,94.0969,177.238
-19.6139,12.6745,92.3273,88.7265,-88.9151,-307.378
-88.6625,-8.77749,-81.9834,48.0528,12.3637,127.806
-86.7324,-73.8648,-24.2173,1.83525,-2.66283,200.748
-27.9612,-37.6336,-16.5618,-2.16959,22.6091,93.9062
-68.9472,-10.3418,-80.1742,35.9263,98.9237,88.6525
-35.7125,-52.2891,-68.1806,-65.7252,16.9921,345.924
82.966,12.4005,-60.7221,22.0115,-22.8443,27.1757
-82.9965,-19.0179,6.1724,99.9777,-21.1819,-115.728
8.58124,-34.8331,38.8288,-22.8539,81.9048,-35.3703
13.2736,95.1744,-38.0421,10.6227,67.4131,-124.549
-75.789,28.1555,-20.2637,-15.8932,-77.335,119.37
80.5042,79.7785,91.5871,93.2918,-30.2572,-500.322
-30.7271,-40.6828,-33.4785,95.6058,98.173,-96.5738
70.0271,92.5661,-80.3418,29.0666,-91.1587,-13.8682
98.1075,43.3568,-74.0592,-84.0254,84.6826,142.045
70.58,50.4267,13.7813,40.2878,-47.7727,-187.713
3.65958,52.3956,82.6575,-67.258,-38.8136,-88.5694
32.9756,77.4214,83.1065,-52.0693,36.354,-213.641
19.5392,-33.3709,23.1904,82.8352,97.8238,-223.546
-13.3913,-13.1259,24.7081,85.739,-89.6499,-134.324
16.1384,-66.6783,29.4404,-85.1928,-59.2451,223.697
-29.8268,-68.4367,65.2355,88.1585,-87.6532,-133.028
84.8857,-95.5626,54.2311,50.3308,-15.1645,-108.102
31.0664,-32.0374,34.3244,25.0348,64.1727,-124.52
-15.5555,10.9357,55.4147,-43.7984,-45.0153,-6.26049
-61.8349,76.1672,-19.1457,68.2434,72.6862,-205.125
-74.1671,20.9223,-17.0439,-22.5575,-18.2882,101.137
-34.6996,97.9459,49.5335,-83.6159,-5.03242,-53.2447
43.1721,-5.87561,-85.9437,78.2949,-99.873,62.5253
-55.7214,81.6525,-15.5288,74.5196,67.2909,-232.429
37.7251,-46.4002,-43.7727,-16.1731,-39.2854,184.749
0.276974,0.1582,35.3028,-35.7863,7.97737,-5.91502
-28.3495,-32.6684,-81.2597,-37.3747,64.9922,258.35
-77.4927,-32.9107,73.1475,-69.6422,-74.4545,122.142
93.0754,93.389,-6.92216,28.4103,-31.4181,-206.852
74.1364,-53.1154,-31.3988,10.5375,-57.8083,108.421
-12.3827,50.5881,-88.6919,33.142,-25.8363,63.968
-65.1598,58.2957,23.4341,94.8768,35.3356,-291.891
-4.93672,-57.0552,95.4743,-98.6553,-51.664,112.598
46.9799,-37.8607,-32.6072,-97.0789,33.3104,258.066
-13.3204,-18.1393,20.2188,-44.6078,-38.8262,101.268
-54.9845,68.157,43.8103,-18.9896,-96.3085,-59.282
27.9987,97.3468,-16.6332,93.2401,-45.7495,-271.359
-38.5339,53.6596,62.9953,-96.7844,-57.1306,39.7053
-50.4978,-62.9096,-2.88121,16.2978,20.5492,81.2851
26.5403,-36.3863,38.05,70.9587,-51.0111,-144.823
-71.9412,71.4261,-37.3097,-27.2193,57.8338,34.0999
31.4962,-64.0417,-27.7504,3.68094,-88.3413,171.644
31.8893,91.2882,58.1162,-12.8703,-31.4595,-218.965
16.4472,-9.16037,-23.2103,86.8693,28.6177,-131.93
-77.3997,-7.96485,53.1651,42.9858,49.9882,-159.74
-26.1617,40.0411,79.8543,70.0483,59.1113,-366.658
72.3298,48.8529,87.8054,-42.1331,16.3657,-212.758
-78.2979,-93.7354,78.7111,-35.6039,-15.9074,98.8373
-83.8524,-58.4036,-6.93108,-62.8565,-2.45279,266.357
-35.396,41.252,-23.2256,-68.3413,-78.1163,184.15
-96.8626,-72.6807,-75.3282,-10.9635,38.7895,306.934
88.052,-50.4534,58.5519,6.1121,87.951,-156.804
45.3841,12.9109,63.1972,43.4973,76.3796,-295.627
28.1636,-32.0631,-12.2417,-40.9585,31.1448,114.422
71.7824,-25.5576,-23.5432,98.9463,-99.8344,-89.331
-84.3956,76.4546,78.2583,99.0668,13.7773,-410.844
-57.5317,20.1169,70.8738,-74.0989,-90.2305,57.9572
-62.7394,-45.9195,-98.8863,99.8051,18.7202,96.4224
61.9937,11.3789,24.2027,94.4499,91.948,-331.827
39.7634,0.694648,24.6198,95.1811,-50.4869,-224.603
79.1783,-39.414,-75.9911,69.5616,-38.0633,50.6768
-69.9803,66.9229,91.1229,95.7841,-83.3726,-369.248
-22.9774,93.1907,-61.5092,-53.7456,-67.165,145.568
84.7246,98.8277,78.4535,24.7225,-4.80934,-387.272
-52.954,88.6818,-75.9863,-23.0023,-32.9669,119.564
87.4189,-73.259,-44.8323,62.9106,0.542114,22.4546
33.1996,6.82781,90.1864,-91.3921,-9.30284,-27.0315
27.2754,-95.4224,59.6872,84.4309,-17.0307,-150.082
-50.9196,-32.0003,29.2977,-72.3763,-22.2117,167.861
4.69848,99.272,-51.9194,-57.1314,48.6256,42.1989
-30.4799,75.3342,-54.2972,95.0642,-2.43429,-160.364
-12.7656,-97.2767,69.0391,-37.3672,57.578,46.6696
19.4829,84.185,19.2931,39.5143,94.2546,-296.853
-94.7313,-22.4306,44.2712,-62.732,-69.4936,158.492
-74.0596,-12.4666,74.6482,-16.6137,54.8353,-86.9405
-52.4551,-54.068,12.425,-49.7988,-56.4264,209.846
50.3524,78.189,-59.1693,-37.2576,-66.9881,88.4413
-88.8829,-80.9865,70.748,-64.873,79.2853,104.036
-13.1624,-30.1496,-3.61175,-27.4092,90.4529,58.4698
-71.2938,20.8879,-12.9848,63.5858,-29.5169,-66.494
89.6076,78.2237,40.7822,80.4574,3.10371,-397.21
90.3973,-3.96261,-15.4147,-72.5467,64.3387,86.644
95.8575,-61.1319,-73.778,-70.2034,63.1365,276.113
-27.9517,21.1325,-34.4886,0.0401084,25.9221,40.4579
-0.972156,-85.4673,-56.3202,61.9825,22.9006,102.13
68.4812,-9.97764,60.9446,-37.7138,-24.0617,-59.5693
49.2075,82.1639,-86.5474,18.3998,17.774,-17.0105
18.2411,-96.8115,23.617,-13.0792,19.5072,93.7718
20.1144,-12.2613,82.8692,30.8327,40.1566,-239.713
3.4597,-85.1631,-78.961,-67.2832,-83.5776,451.802
77.1915,49.2286,-85.2249,-37.2789,-30.0924,144.462
15.2945,-5.76073,-61.3064,-64.9585,83.0677,198.074
-99.1522,96.6242,-41.2087,90.7636,-57.4118,-137.235
41.8489,68.3336,78.5484,-89.4318,-94.4247,-50.6189
39.6278,-70.6676,-10.7225,39.4614,17.4375,13.6416
89.8186,-59.891,-65.2484,73.9626,53.8027,-8.89946
48.7839,-47.8453,-78.5718,47.1154,-16.0544,115.354
80.2184,-2.49036,27.3944,7.25851,-31.4194,-91.9403
5.16648,33.7321,-90.3447,84.014,42.7737,-55.463
-92.9288,73.9087,-47.6085,63.5885,-28.2949,-60.8943
78.1528,-68.0182,69.7404,23.4095,54.0673,-162.139
1.90124,-82.2358,53.6221,-27.4738,-36.5921,82.7012
72.6152,-4.65177,-49.2864,-34.5264,-57.9655,162.52
87.4035,30.7834,-87.0207,17.7945,-66.7094,84.0485
59.8408,12.1383,-61.892,-57.2847,46.1625,154.935
0.179163,-22.8581,-15.8774,68.8357,-32.2984,-48.4922
-14.8175,-98.9052,-77.0173,2.35572,77.9146,252.355
57.5695,69.758,-65.6098,99.8692,86.1364,-240.508
-48.6684,71.9888,-23.6045,-48.673,10.1109,61.0668
90.0956,20.8759,32.8456,-99.2669,-43.8099,69.0432
-68.0346,-55.6413,-65.7026,-37.9894,46.017,294.712
-68.9196,-65.7949,56.0154,-21.0552,-9.62159,67.6935
-35.9371,-70.1344,-47.8156,77.5945,-82.2581,114.164
76.3842,40.7985,45.9791,92.9884,38.9432,-391.602
-51.9395,-44.8532,8.26501,-10.1495,-97.3197,152.563
19.8821,54.3219,-98.0796,-54.3652,35.3025,190.791
-24.3501,72.267,-64.9713,-74.8813,-33.389,203.717
2.04921,17.314,74.4842,59.3372,6.12953,-289.335
68.4385,44.632,-76.1203,-37.7692,37.7766,99.952
-80.4637,41.5174,-71.6467,-73.7507,23.8865,257.54
-78.2952,-48.4819,2.43018,-29.1357,42.182,140.669
-84.5278,83.8737,86.5981,68.9012,-93.6911,-318.612
81.4601,-0.641796,9.10417,-72.1279,-57.0322,107.213
-76.9055,-64.651,18.6877,37.3256,-13.7534,35.6369
7.95669,73.5617,62.3118,-97.9817,78.0856,-88.8848
-97.9369,78.3263,-70.7449,38.0798,-10.7566,20.2722
-99.6975,-51.9713,-7.00839,59.8635,-5.62469,34.1206
4.28161,56.7304,49.1289,-70.5488,67.0083,-82.9027
-17.0201,75.9841,-10.2326,-79.3151,-41.9779,99.0866
77.7829,54.2095,-63.6996,40.0031,38.8781,-92.6214
64.8089,95.3154,10.1511,41.4901,91.3268,-322.519
-67.5864,67.3922,53.4744,26.9618,52.499,-243.12
-20.3292,57.2801,98.9102,-91.1345,-84.9196,-41.9367
5.15884,19.3931,71.5414,96.4807,24.8229,-369.82
-60.501,87.1577,66.0625,-8.68282,98.3566,-258.276
64.9308,-0.819066,-80.0827,10.6708,21.3287,90.8981
-27.4194,-16.6808,93.2038,-53.485,-37.7932,-21.1036
22.3993,23.0035,54.9523,98.9355,91.0045,-394.513
31.1166,-3.35799,16.0778,0.186129,77.2223,-88.8598
23.176,-76.9042,40.7741,43.1515,-45.5122,-41.2279
94.0985,93.4879,36.6217,-36.031,40.1167,-211.941
-79.9979,-67.1612,-9.3228,1.67204,-55.0959,188.247
7.54893,72.7625,-94.1477,64.3387,-12.8826,-34.8872
33.4523,23.3933,67.0679,97.4648,29.3778,-387.311
-79.2971,-23.477,65.9388,-75.031,-6.90787,95.7463
-66.4111,74.9708,81.8995,-8.7712,-10.9138,-206.32
-69.9375,15.5791,-65.9289,-79.76,6.52512,298.161
-13.4793,-41.1147,22.1104,77.519,84.6825,-173.861
-27.7684,-2.79548,28.638,-8.98459,-76.1792,24.6331
-58.2909,44.281,93.025,39.4467,-68.3095,-248.899
55.1599,-35.9098,-40.9281,89.5451,36.3342,-90.8027
-29.7315,-7.40923,79.8404,5.87355,-79.0729,-95.9863
-81.8394,23.0938,13.4797,54.9414,-6.766,-112.582
-42.7981,-51.0275,56.2307,-91.4489,-34.0522,179.807
10.3269,-65.9708,77.1525,45.0322,-77.4978,-106.687
-50.9952,-16.8928,27.3325,36.2216,-9.52835,-64.0456
-30.3167,-92.528,71.0302,-44.1809,-15.9591,101.239
-77.6231,-19.0463,-69.4873,-17.5858,-31.3107,261.478
-71.9528,-82.887,-57.1539,-84.7874,-71.9738,475.367
12.6675,-22.9745,-79.6988,35.188,69.9318,76.7233
34.4916,96.6777,-0.158133,11.3689,48.3254,-204.466
97.3128,-72.0395,-23.8003,92.7504,43.4163,-108.178
35.5958,-7.80998,-88.3333,-28.4587,-3.15338,222.666
-26.2585,-5.60966,39.009,-26.8017,44.4513,-27.9564
-40.2659,54.102,-45.845,-95.3197,75.3874,177.207
-17.2758,-82.0251,-58.2165,64.2515,-26.6315,134.445
-63.9211,45.7901,-88.5811,31.4811,-98.9069,145.129
92.4884,-56.9401,-64.0787,-71.6913,19.4209,280.788
-96.5806,5.18091,-36.5209,-14.4864,-14.5935,157.306
-75.4235,52.9778,83.3959,-64.8177,-33.3601,-53.2638
-63.0439,-94.275,80.9833,-89.3753,40.8412,156.449
71.9251,-41.815,82.5744,-30.591,85.5472,-135.95
-26.9146,44.9532,32.208,97.3685,86.449,-346.465
39.0076,-10.4176,42.6345,20.9789,42.634,-155.966
-77.9204,-63.7614,75.7418,-94.852,-18.6125,176.868
40.4283,69.2702,65.4806,3.8861,-47.9383,-229.955
60.34,70.0455,-50.9885,15.0755,26.9675,-75.756
50.664,-67.2438,-77.9607,-16.2321,99.2207,195.269
-67.4491,-52.6106,-62.3449,-83.7252,19.5838,385.882
-60.6517,89.2887,60.4691,9.24563,-60.083,-193.524
83.0848,46.7255,-23.8595,-0.331553,-70.7704,-24.3059
33.8749,17.8099,-97.5285,38.9107,-90.4028,127.174
8.64437,-15.3655,58.3155,-60.5348,75.6767,-26.0244
14.8769,44.5649,-13.0083,81.6359,18.2924,-211.13
62.1427,19.5882,81.4375,95.4871,71.2493,-447.126
-93.9386,-61.2087,-79.7863,2.60738,-70.9299,334.894
47.6046,57.3232,-35.948,-61.6405,29.4938,64.6379
74.0509,76.1924,88.6939,-58.6723,-61.2027,-178.048
51.8937,75.5177,88.2353,50.8314,13.502,-415.286
65.1936,-20.5759,37.835,63.018,-60.925,-168.035
16.9267,-8.5191,6.21432,-52.4865,21.5837,78.5402
7.99163,16.5688,-15.2487,-88.2233,14.8935,162.894
83.0974,75.1197,6.60021,-71.2924,58.0574,-63.1609
-84.931,97.6551,-24.6186,-15.4379,11.7386,-16.6815
66.0125,92.7492,-32.7483,94.4864,7.30992,-287.508
50.6957,56.4415,-89.7177,40.267,27.0675,-22.3605
15.0984,54.7628,35.634,73.7194,7.55858,-300.854
-12.2777,91.5278,-85.5573,54.3405,51.4654,-84.8083
33.5179,-59.4771,-51.2063,55.8878,-65.3968,97.7756
20.7775,24.9189,-90.6705,-4.87323,-58.721,176.471
-91.3575,87.0699,-75.1519,14.3587,46.6032,25.3099
-14.706,19.323,-94.3655,-60.3396,38.8637,261.993
13.6717,-19.6118,-95.7761,-73.622,9.90188,345.37
-17.8592,-31.9073,93.9645,-75.1641,-26.967,28.5506
62.2056,45.975,2.29455,53.1431,-91.4404,-153.359
90.3725,92.8153,50.0411,89.3691,48.262,-479.48
-40.4483,-81.9794,-58.8886,-51.0575,-25.2487,368.298
-29.5199,-54.5826,60.4369,-17.3367,41.5583,-15.9215
46.0648,32.3493,-94.8597,96.259,97.8582,-122.961
84.0261,96.5429,-19.818,16.9857,-78.1813,-131.928
11.1959,-50.1174,-46.278,-24.1849,88.3277,152.342
82.7337,82.5624,-21.5286,97.1242,-35.3341,-285.584
65.3545,15.8957,55.9343,-94.2277,-71.5394,50.742
16.4087,60.4862,56.2181,19.3398,99.6475,-299.486
27.3899,4.59622,-40.846,43.7494,-95.7879,30.9601
12.0672,27.537,-84.2367,88.9695,-57.4735,-14.8092
26.6054,4.08505,19.7436,60.0033,30.7307,-191.565
68.3758,77.3231,-83.3974,-91.69,-97.2429,248.604
-89.4875,-4.99017,46.395,81.4314,52.1829,-218.208
-17.0544,-11.7735,34.4551,-26.8862,-63.4711,46.4957
-10.6921,33.6038,89.2997,-63.265,-91.2718,-44.5647
19.1674,81.4416,3.97371,-17.8602,87.1298,-148.83
-30.3489,63.3408,80.1935,80.4924,-28.52,-367.505
-38.2102,41.8571,-64.7183,6.42419,7.70868,75.3231
-31.6389,12.6003,-27.9057,81.9346,8.53533,-104.791
-45.5225,65.1929,23.0109,-10.8453,-7.50418,-85.7126
8.83448,28.955,81.4226,-67.5123,2.01457,-78.9409
-83.8198,-18.6202,78.254,-62.936,-35.6779,60.4684
71.3985,-54.4542,-71.7723,-65.7073,18.013,294.027
60.2904,77.5027,70.6122,-15.7462,-72.0927,-211.827
-66.7651,98.9187,-83.095,-13.3561,91.199,37.5838
48.3509,80.5968,31.7136,73.3614,29.5013,-360.484
-64.2066,24.6825,91.3,-37.4078,64.1724,-143.677
-43.5963,90.6432,39.437,-51.1748,75.0059,-125.601
-27.8835,-20.7575,40.6494,-99.8491,42.8892,131.402
